Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
42.0,0.388,0.947,10.0,-4.367,1,0.0642,0.000221,0.00995,0.358,0.193,142.013,276560.0,4,3
70.0,0.642,0.794,8.0,-7.908,1,0.0309,6.98e-05,0.348,0.146,0.785,119.55,277867.0,4,4
44.0,0.493,0.839,9.0,-5.75,1,0.0431,0.000115,0.0857,0.199,0.36,122.996,279817.0,4,5
27.0,0.314,0.869,4.0,-4.881,0,0.151,0.00373,0.00745,0.375,0.516,158.497,181371.0,4,2
31.0,0.573,0.981,4.0,-3.479,1,0.0426,0.000401,0.0055,0.403,0.641,131.037,279031.0,4,3
43.0,0.66,0.365,5.0,-14.739,1,0.0551,0.886,0.00532,0.104,0.303,159.988,166200.0,4,2
33.0,0.28,0.715,2.0,-4.787,0,0.029,0.00247,2.04e-05,0.0388,0.738,107.162,215027.0,4,1
79.0,0.814,0.482,9.0,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,180267.0,4,5
52.0,0.562,0.494,4.0,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,215516.0,4,4
32.0,0.431,0.777,7.0,-7.853,1,0.0494,0.000207,1.25e-05,0.105,0.361,76.027,215296.0,4,5
39.0,0.656,0.773,1.0,-9.156,0,0.0363,0.335,0.00142,0.155,0.867,114.979,220240.0,4,1
39.0,0.346,0.911,7.0,-5.348,1,0.0432,4.09e-06,0.902,0.28,0.396,137.934,196253.0,4,5
34.0,0.32,0.545,1.0,-14.043,1,0.0415,0.586,0.00262,0.605,0.605,87.618,373893.0,4,0
65.0,0.415,0.53,9.0,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,713192.0,1,3
79.0,0.797,0.755,2.0,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,135878.0,4,5
31.0,0.373,0.676,7.0,-6.606,0,0.0483,0.18,1.56e-05,0.297,0.253,88.339,219643.0,4,5
24.0,0.471,0.983,8.0,-3.092,1,0.0814,6.59e-06,0.173,0.35,0.336,92.489,365867.0,4,3
35.0,0.341,0.473,9.0,-7.097,1,0.0339,0.389,3.83e-05,0.273,0.2,132.764,301304.0,4,1
37.0,0.208,0.433,5.0,-12.396,1,0.0498,0.991,0.94,0.172,0.278,82.92,124000.0,4,2
30.0,0.307,0.778,8.0,-6.059,0,0.118,0.000301,0.787,0.199,0.037,110.421,278400.0,4,3
28.0,0.421,0.95,4.0,-1.226,0,0.238,0.000661,0.000429,0.126,0.572,171.949,195613.0,4,2
68.0,0.702,0.578,2.0,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640.0,4,5
31.0,0.509,0.405,2.0,-8.779,0,0.036,0.319,0.0059,0.123,0.274,141.509,215947.0,3,1
23.0,0.912,0.182,9.0,-22.639,0,0.0786,0.995,0.952,0.103,0.972,96.014,214788.0,4,2
36.0,0.545,0.823,3.0,-7.866,0,0.0357,0.00624,0.000589,0.103,0.905,99.117,183351.0,4,0
53.0,0.598,0.906,7.0,-3.435,1,0.0447,0.00931,3.95e-05,0.16,0.525,97.007,172280.0,4,2
41.0,0.669,0.848,8.0,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177507.0,4,0
35.0,0.607,0.695,4.0,-6.668,1,0.04,0.0113,1.01e-05,0.482,0.551,84.94,209000.0,4,5
30.0,0.759,0.617,9.0,-8.984,0,0.0781,0.0386,0.00119,0.103,0.507,106.639,166853.0,4,4
35.0,0.434,0.614,6.0,-8.334,1,0.0525,0.486,0.000196,0.394,0.787,147.681,109667.0,4,2
58.0,0.696,0.434,7.0,-9.954,1,0.0333,0.692,0.122,0.113,0.463,116.011,213289.0,4,0
58.0,0.335,0.776,9.0,-5.32,0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,276867.0,4,2
36.0,0.39,0.889,7.0,-11.181,1,0.0754,5.82e-06,0.00173,0.394,0.217,139.955,184286.0,4,3
43.0,0.366,0.73,9.0,-12.746,1,0.0668,0.423,4.31e-06,0.163,0.729,160.093,3.75,4,5
84.0,0.445,0.537,4.0,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4.072666667,4,4
9.0,0.131,0.307,4.0,-10.997,1,0.0349,0.00185,0.916,0.111,0.0264,59.562,282800.0,4,2
31.0,0.462,0.93,5.0,-2.882,0,0.0678,0.000448,9.69e-05,0.0628,0.393,109.929,246484.0,4,3
19.0,0.831,0.444,9.0,-5.787,0,0.0433,0.000351,0.000216,0.0724,0.924,121.994,192120.0,4,2
51.0,0.522,0.812,6.0,-6.606,1,0.0346,0.0253,2.87e-05,0.131,0.459,121.529,181333.0,4,5
60.0,0.857,0.545,4.0,-7.3,0,0.472,0.487,0.0152,0.337,0.57,107.038,156149.0,4,4
48.0,0.201,0.977,11.0,-5.218,1,0.278,9.27e-06,0.015,0.0969,0.0512,134.192,277693.0,4,3
28.0,0.577,0.881,4.0,-5.961,1,0.039,0.291,0.000925,0.103,0.721,108.036,226944.0,4,0
22.0,0.467,0.901,11.0,-4.024,0,0.0755,0.00045,0.000272,0.411,0.223,91.979,206087.0,4,3
33.0,0.373,0.812,9.0,-5.719,0,0.0469,0.000286,2.96e-05,0.249,0.399,146.302,251804.0,4,5
62.0,0.589,0.696,8.0,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,267000.0,4,3
35.0,0.467,0.563,1.0,-6.199,0,0.0339,0.214,0.000418,0.364,0.431,172.241,221996.0,4,4
66.0,0.435,0.423,11.0,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,287091.0,3,5
50.0,0.785,0.43,4.0,-9.453,0,0.0653,0.316,0.00159,0.0829,0.491,85.99,247478.0,4,5
11.0,0.431,0.967,1.0,-4.555,1,0.114,0.00159,0.0064,0.142,0.179,146.623,269440.0,4,2
35.0,0.375,0.958,7.0,-4.931,1,0.115,0.000722,0.00208,0.265,0.299,72.238,218051.0,4,3
48.0,0.438,0.951,7.0,-5.192,0,0.0736,4.63e-05,0.233,0.351,0.461,165.088,212927.0,4,3
62.0,0.81,0.591,8.0,-13.385,1,0.0638,0.414,0.799,0.072,0.297,136.028,297775.0,4,2
31.0,0.571,0.725,5.0,-5.628,0,0.0361,0.0134,0.00907,0.0897,0.722,122.999,218413.0,4,1
62.0,0.458,0.895,2.0,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,243200.0,4,0
59.0,0.441,0.845,10.0,-3.315,1,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,237907.0,4,3
70.0,0.48,0.536,2.0,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200.0,3,5
23.0,0.501,0.251,9.0,-11.476,0,0.0286,0.694,0.006,0.119,0.357,105.969,212696.0,4,5
41.0,0.712,0.604,11.0,-8.961,0,0.0307,0.0478,1.02e-06,0.117,0.566,110.022,225969.0,4,2
60.0,0.571,0.618,4.0,-5.682,1,0.0371,0.18,2.69e-06,0.178,0.852,156.892,155040.0,4,5
48.0,0.4,0.968,7.0,-4.421,1,0.0769,1.2e-05,0.155,0.106,0.434,144.054,215938.0,4,3
34.0,0.48,0.347,7.0,-12.288,1,0.0316,0.658,0.996,0.106,0.228,117.299,189545.0,4,3
72.0,0.554,0.963,6.0,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,195147.0,4,5
62.0,0.348,0.686,8.0,-12.748,0,0.0319,0.0233,0.00256,0.145,0.635,178.466,295373.0,3,5
64.0,0.722,0.858,7.0,-4.892,1,0.0445,0.0999,0.000175,0.144,0.599,93.976,199169.0,4,4
50.0,0.556,0.297,10.0,-10.841,1,0.0344,0.717,1.64e-05,0.141,0.282,130.617,275493.0,3,5
52.0,0.268,0.811,1.0,-4.06,1,0.0409,7.61e-05,0.00122,0.0651,0.295,101.041,239627.0,3,5
59.0,0.47,0.954,11.0,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,220173.0,4,0
34.0,0.651,0.71,11.0,-4.345,1,0.0302,0.0406,1.12e-06,0.309,0.521,117.079,159000.0,4,5
46.0,0.625,0.524,1.0,-10.965,1,0.046,0.0405,0.927,0.122,0.516,125.348,415467.0,4,5
42.0,0.525,0.366,5.0,-14.255,1,0.0295,0.0585,0.00193,0.32,0.201,112.99,174600.0,4,5
50.0,0.588,0.976,1.0,-4.943,0,0.0615,0.0308,0.000317,0.0928,0.592,101.811,268040.0,4,2
42.0,0.54,0.934,4.0,-5.232,1,0.0612,3.26e-05,0.000261,0.405,0.494,115.061,246000.0,4,3
52.0,0.385,0.393,7.0,-7.874,1,0.0258,0.561,0.00138,0.101,0.178,147.665,347493.0,4,5
47.0,0.426,0.819,6.0,-3.24,0,0.0295,0.00639,2.08e-06,0.212,0.643,177.916,140189.0,4,2
36.0,0.646,0.697,11.0,-8.726,0,0.0542,0.0226,1.17e-06,0.129,0.645,150.023,181608.0,4,4
81.0,0.454,0.91,6.0,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,5.90866667,4,5
44.0,0.595,0.838,11.0,-4.878,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,200280.0,4,2
40.0,0.3,0.993,2.0,-1.437,1,0.233,0.000534,0.000323,0.302,0.111,109.968,227500.0,4,5
43.0,0.528,0.929,4.0,-3.346,0,0.051,0.0102,0.00166,0.334,0.653,102.994,158465.0,4,5
32.0,0.557,0.854,9.0,-5.878,0,0.0503,0.00467,0.00409,0.592,0.399,101.968,190267.0,4,5
53.0,0.405,0.91,2.0,-5.441,1,0.0428,5.61e-05,2.63e-05,0.0652,0.575,151.915,311907.0,4,5
60.0,0.526,0.458,5.0,-9.472,1,0.0384,0.766,0.000335,0.109,0.501,76.972,251173.0,4,4
43.0,0.581,0.933,10.0,-6.315,0,0.0426,0.000311,0.0958,0.0704,0.546,130.0,298411.0,4,2
45.0,0.364,0.752,7.0,-6.709,0,0.052,0.0071,0.0682,0.189,0.0394,135.533,332373.0,4,3
27.0,0.345,0.861,7.0,-8.823,1,0.0471,0.425,0.00174,0.133,0.848,176.942,386227.0,4,1
79.0,0.564,0.774,1.0,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477.0,4,5
36.0,0.503,0.584,7.0,-10.464,1,0.0611,0.00166,0.00683,0.101,0.321,157.028,265000.0,4,5
33.0,0.439,0.891,11.0,-8.025,1,0.0371,0.015,0.919,0.0461,0.509,155.406,249853.0,4,2
65.0,0.436,0.876,10.0,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080.0,4,2
63.0,0.614,0.91,11.0,-3.175,0,0.0444,0.00956,0.000301,0.343,0.407,128.973,232907.0,3,5
28.0,0.66,0.475,7.0,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,294013.0,4,2
30.0,0.769,0.342,11.0,-14.044,0,0.0413,0.395,0.000154,0.136,0.274,104.932,245480.0,4,2
9.0,0.67,0.817,2.0,-6.545,1,0.0751,0.0296,0.0453,0.172,0.378,97.997,277092.0,4,5
41.0,0.695,0.928,5.0,-5.33,0,0.0288,0.0591,0.732,0.115,0.639,120.998,247827.0,4,0
54.0,0.243,0.988,8.0,-3.485,1,0.197,6.17e-05,0.12,0.341,0.277,89.905,316493.0,4,3
55.0,0.399,0.645,1.0,-5.356,1,0.0271,0.112,0.000551,0.255,0.384,82.795,355798.0,4,5
67.0,0.522,0.256,10.0,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,296387.0,4,4
44.0,0.26,0.901,7.0,-5.871,1,0.051,1.6e-05,0.292,0.314,0.218,90.369,242079.0,3,3
3.0,0.522,0.901,4.0,-8.549,1,0.0479,0.535,8.47e-06,0.176,0.916,166.886,2.18666667,4,5
58.0,0.506,0.9,8.0,-5.137,1,0.0414,0.000656,9.21e-05,0.467,0.348,150.009,232367.0,4,5
64.0,0.353,0.866,2.0,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,174013.0,4,2
46.0,0.693,0.586,11.0,-5.59,0,0.0361,0.147,0.000431,0.111,0.51,108.579,254399.0,4,4
22.0,0.294,0.923,4.0,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787.0,4,5
62.0,0.704,0.657,1.0,-9.431,0,0.0934,0.00873,0.000226,0.297,0.527,107.931,155556.0,4,4
84.0,0.855,0.463,3.0,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773.0,4,4
29.0,0.671,0.611,5.0,-9.991,0,0.0488,0.427,0.802,0.0876,0.52,100.017,235200.0,4,2
32.0,0.371,0.945,8.0,-3.422,1,0.0932,4.27e-05,9.45e-05,0.0528,0.418,168.259,241440.0,4,3
29.0,0.641,0.939,2.0,-7.822,1,0.0571,0.000223,0.871,0.0777,0.0963,128.015,412603.0,4,0
60.0,0.625,0.533,10.0,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840.0,4,2
40.0,0.382,0.909,6.0,-7.644,1,0.0985,0.000109,0.107,0.172,0.446,88.642,141227.0,4,2
43.0,0.626,0.721,9.0,-6.35,0,0.0305,0.0014,0.00575,0.203,0.493,116.414,237440.0,4,3
26.0,0.67,0.716,8.0,-8.097,1,0.0656,0.000318,0.477,0.107,0.777,91.136,273240.0,4,0
33.0,0.617,0.57,6.0,-6.823,0,0.105,0.761,1.32e-05,0.109,0.64,145.035,226027.0,4,1
48.0,0.33,0.895,5.0,-3.435,1,0.0399,0.221,0.737,0.408,0.54,144.945,232533.0,4,5
35.0,0.341,0.47,5.0,-10.144,1,0.037,0.226,0.105,0.518,0.203,144.109,204280.0,4,0
39.0,0.392,0.751,4.0,-5.544,0,0.0347,0.000213,0.0103,0.303,0.375,179.899,258800.0,4,5
42.0,0.78,0.653,2.0,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215293.0,4,5
44.0,0.603,0.875,11.0,-10.394,0,0.063,0.475,0.936,0.15,0.566,150.008,165333.0,3,2
61.0,0.573,0.786,7.0,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289,171267.0,4,4
30.0,0.426,0.883,7.0,-5.597,1,0.0429,0.0512,0.839,0.121,0.657,95.042,233583.0,4,5
39.0,0.437,0.932,5.0,-4.633,1,0.0745,0.00234,0.034,0.212,0.162,98.277,290259.0,4,3
76.0,0.674,0.789,8.0,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160.0,4,2
22.0,0.549,0.133,9.0,-16.793,1,0.0785,0.814,1.62e-05,0.694,0.198,76.632,222107.0,4,5
15.0,0.657,0.806,11.0,-6.665,1,0.0519,0.102,0.0157,0.106,0.748,154.848,147600.0,4,2
38.0,0.48,0.817,7.0,-6.227,0,0.0465,0.00652,0.00157,0.101,0.232,119.989,284549.0,3,3
22.0,0.289,0.932,9.0,-4.792,1,0.0574,2.31e-05,0.584,0.088,0.512,101.731,285773.0,4,5
33.0,0.457,0.869,7.0,-6.663,1,0.0401,0.000496,0.000443,0.399,0.181,146.024,355640.0,4,5
40.0,0.298,0.584,11.0,-7.257,1,0.0322,0.0435,0.328,0.1,0.388,143.927,466382.0,3,5
65.0,0.55,0.824,9.0,-7.848,0,0.0347,0.000362,0.00115,0.0865,0.332,131.387,403867.0,4,3
51.0,0.532,0.473,2.0,-7.179,1,0.0295,0.647,8.03e-06,0.0753,0.345,145.072,290483.0,3,1
57.0,0.6,0.915,4.0,-2.087,0,0.0665,0.00593,0.00952,0.484,0.589,119.008,207000.0,4,5
25.0,0.372,0.581,11.0,-10.344,1,0.0304,0.0106,0.899,0.0979,0.143,96.214,362067.0,4,5
41.0,0.448,0.154,10.0,-23.811,1,0.0405,0.795,0.878,0.275,0.154,79.955,278436.0,4,2
29.0,0.695,0.757,2.0,-10.814,1,0.072,0.00182,0.0951,0.0997,0.4,127.009,215330.0,4,2
41.0,0.543,0.851,6.0,-8.604,1,0.088,0.00605,8.7e-05,0.498,0.486,122.155,150227.0,4,3
59.0,0.807,0.788,9.0,-6.043,0,0.109,0.273,0.00104,0.225,0.602,83.016,176250.0,4,2
22.0,0.247,0.786,2.0,-10.022,1,0.0508,3.55e-05,0.00501,0.106,0.449,143.386,261320.0,4,5
59.0,0.789,0.446,10.0,-8.264,0,0.0942,0.00454,0.0893,0.23,0.508,118.011,191537.0,4,2
60.0,0.656,0.78,1.0,-4.743,1,0.0854,0.00112,0.02,0.151,0.607,151.401,246000.0,4,5
54.0,0.562,0.991,7.0,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,263560.0,4,3
45.0,0.379,0.734,8.0,-5.648,0,0.204,0.188,0.00011,0.146,0.515,174.952,199062.0,4,2
18.0,0.605,0.872,11.0,-8.929,1,0.0469,0.221,0.812,0.127,0.311,120.971,525623.0,4,5
32.0,0.742,0.403,9.0,-12.167,1,0.257,0.0103,0.0108,0.136,0.485,177.072,187636.0,4,4
44.0,0.594,0.958,9.0,-3.887,1,0.0825,0.00918,4.41e-06,0.23,0.806,149.944,198013.0,4,5
56.0,0.402,0.835,9.0,-6.367,1,0.043,0.0558,0.18,0.103,0.69,157.066,275933.0,4,2
46.0,0.591,0.564,2.0,-11.03,1,0.0427,0.0126,0.843,0.11,0.405,147.22,292773.0,4,3
41.0,0.417,0.817,9.0,-7.821,1,0.0445,1.16e-05,0.823,0.0918,0.267,137.945,294783.0,4,3
53.0,0.32,0.428,5.0,-14.262,1,0.0536,0.00349,0.000276,0.519,0.411,172.603,312733.0,4,5
24.0,0.539,0.578,4.0,-8.522,1,0.0278,0.0987,0.000923,0.28,0.353,102.03,191890.0,4,5
51.0,0.694,0.812,11.0,-6.473,0,0.0355,0.0666,0.000533,0.211,0.522,129.988,221693.0,4,2
46.0,0.548,0.858,8.0,-5.729,1,0.0745,0.000155,0.00169,0.0951,0.374,104.177,271533.0,4,3
17.0,0.434,0.694,7.0,-6.302,1,0.0359,0.05,0.424,0.416,0.0422,90.079,225171.0,4,2
52.0,0.541,0.887,1.0,-6.429,1,0.0322,0.000498,0.000392,0.222,0.708,140.003,205042.0,4,5
40.0,0.482,0.909,9.0,-4.972,1,0.0447,0.000179,0.00137,0.253,0.486,129.495,359452.0,4,3
38.0,0.627,0.282,4.0,-10.107,0,0.0263,0.189,0.00123,0.152,0.413,83.443,264293.0,3,1
49.0,0.629,0.881,7.0,-4.525,1,0.0731,0.003,0.00716,0.109,0.454,93.933,206360.0,4,5
28.0,0.485,0.792,4.0,-9.152,0,0.0249,0.00119,0.000896,0.0807,0.303,100.563,281893.0,4,5
26.0,0.463,0.5,5.0,-13.366,1,0.0387,0.021,0.0656,0.071,0.399,130.749,1244613.0,4,5
30.0,0.189,0.999,7.0,-9.303,0,0.0656,4.13e-05,0.785,0.304,0.0183,95.482,201160.0,4,3
36.0,0.553,0.924,11.0,-6.142,0,0.0649,0.000501,0.85,0.177,0.119,105.061,310857.0,4,3
28.0,0.443,0.991,7.0,-5.792,1,0.121,7.19e-06,0.219,0.738,0.0654,102.478,302267.0,4,3
63.0,0.83,0.682,2.0,-7.16,1,0.134,0.676,0.000367,0.123,0.762,97.849,239840.0,4,4
41.0,0.571,0.852,8.0,-5.752,1,0.0323,0.0418,2.37e-05,0.0527,0.804,92.155,317773.0,4,5
40.0,0.484,0.475,2.0,-9.647,0,0.0287,0.00632,0.00124,0.14,0.33,100.042,207853.0,4,1
23.0,0.512,0.687,9.0,-11.717,1,0.0409,0.0431,0.0107,0.12,0.681,101.352,213733.0,4,5
44.0,0.342,0.978,9.0,-3.55,1,0.0969,0.174,0.345,0.1,0.252,171.348,219080.0,4,5
39.0,0.427,0.992,11.0,-2.642,1,0.101,1.63e-05,0.944,0.108,0.267,143.052,273566.0,4,3
64.0,0.215,0.263,11.0,-14.416,1,0.0378,0.947,0.00028,0.0919,0.307,172.332,232373.0,4,2
40.0,0.464,0.875,11.0,-9.198,0,0.0256,0.00116,0.748,0.104,0.683,104.986,303120.0,4,5
22.0,0.629,0.733,1.0,-13.401,1,0.0445,0.259,0.000307,0.162,0.847,130.391,160493.0,4,1
58.0,0.462,0.84,2.0,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,246440.0,4,0
45.0,0.477,0.529,9.0,-14.943,0,0.056,0.63,0.797,0.095,0.205,97.539,255000.0,3,3
47.0,0.427,0.573,8.0,-13.077,1,0.101,0.382,0.112,0.112,0.608,97.076,467427.0,3,1
37.0,0.639,0.701,2.0,-12.343,1,0.0316,0.699,0.935,0.15,0.7,102.031,243180.0,3,3
63.0,0.714,0.886,11.0,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,1.98933333,4,5
24.0,0.814,0.462,6.0,-11.762,1,0.0322,0.646,0.00033,0.0919,0.411,121.674,614040.0,4,5
47.0,0.567,0.954,1.0,-2.502,1,0.0796,0.000224,0.000586,0.317,0.48,90.015,192920.0,4,3
13.0,0.737,0.781,11.0,-7.101,0,0.0332,0.392,0.0696,0.0969,0.545,120.018,191573.0,4,5
83.0,0.502,0.89,4.0,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880.0,4,3
23.0,0.699,0.539,1.0,-9.335,0,0.0293,0.834,0.0985,0.0953,0.454,150.018,178400.0,4,2
78.0,0.454,0.913,9.0,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183.0,4,3
41.0,0.733,0.261,2.0,-14.56,1,0.0496,0.494,0.0412,0.0581,0.622,91.276,143520.0,4,1
50.0,0.391,0.791,11.0,-5.964,0,0.0552,0.0232,0.295,0.124,0.582,131.09,233597.0,4,5
51.0,0.517,0.691,2.0,-6.266,1,0.0406,0.0732,1.4e-05,0.315,0.535,88.996,200673.0,4,0
35.0,0.292,0.979,2.0,-5.758,1,0.18,0.164,0.922,0.4,0.059,128.721,131427.0,4,5
33.0,0.534,0.656,2.0,-11.192,0,0.0311,0.0142,1.56e-05,0.113,0.384,123.879,287000.0,4,4
34.0,0.649,0.929,3.0,-13.082,1,0.0439,0.0302,0.77,0.339,0.517,131.711,294384.0,4,3
65.0,0.548,0.64,10.0,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,197520.0,4,1
39.0,0.908,0.517,2.0,-9.919,0,0.108,0.784,0.0025,0.0851,0.762,114.68,160635.0,4,4
51.0,0.435,0.743,9.0,-5.804,0,0.0792,0.107,5.76e-06,0.115,0.28,141.877,292507.0,4,5
26.0,0.572,0.896,11.0,-4.282,0,0.0333,0.0013,5.13e-05,0.113,0.442,126.022,188095.0,4,5
58.0,0.448,0.247,6.0,-10.454,0,0.0466,0.943,3.61e-05,0.109,0.276,134.5,218293.0,4,4
30.0,0.442,0.664,11.0,-11.766,0,0.0591,0.0196,0.377,0.726,0.405,125.021,295600.0,1,5
20.0,0.361,0.985,11.0,-6.644,0,0.144,0.000144,0.484,0.566,0.21,153.586,138747.0,4,5
15.0,0.601,0.527,8.0,-10.949,1,0.0494,0.128,0.362,0.135,0.311,66.008,192750.0,4,2
30.0,0.793,0.656,7.0,-9.665,1,0.0541,0.102,0.87,0.0902,0.588,123.021,269290.0,4,0
45.0,0.522,0.878,5.0,-3.775,0,0.0583,0.0032,7.36e-05,0.372,0.161,89.995,293286.0,4,5
63.0,0.526,0.9,2.0,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,163240.0,4,5
35.0,0.719,0.58,7.0,-7.694,1,0.0281,0.0393,0.769,0.0945,0.761,118.683,213800.0,4,4
53.0,0.595,0.861,1.0,-3.907,0,0.0327,0.00222,0.18,0.227,0.892,131.995,237013.0,4,5
33.0,0.509,0.53,8.0,-15.929,0,0.0389,0.14,0.00456,0.321,0.969,123.037,219067.0,4,1
43.0,0.745,0.622,7.0,-7.479,1,0.194,0.161,0.0751,0.0609,0.621,88.023,126000.0,4,2
56.0,0.77,0.64,4.0,-6.008,1,0.0416,0.0706,0.00374,0.325,0.738,90.7,205396.0,4,2
66.0,0.451,0.818,2.0,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,3.82266667,4,5
33.0,0.263,0.892,4.0,-7.704,1,0.0597,1.52e-05,0.783,0.129,0.141,113.98,380773.0,4,3
19.0,0.45,0.992,10.0,-6.055,0,0.116,0.000253,0.916,0.475,0.848,147.941,294163.0,4,0
41.0,0.654,0.822,4.0,-3.16,1,0.0949,0.0228,3e-05,0.11,0.591,108.076,209071.0,4,3
92.0,0.749,0.463,11.0,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,226987.0,4,4
69.0,0.709,0.496,1.0,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,181587.0,4,2
86.0,0.429,0.661,11.0,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,4,4
51.0,0.618,0.554,2.0,-7.39,0,0.0464,0.029,7.76e-05,0.179,0.575,140.038,187544.0,4,0
46.0,0.675,0.649,4.0,-8.937,1,0.0562,0.334,0.0655,0.11,0.496,148.0,148267.0,4,2
31.0,0.789,0.695,7.0,-9.499,1,0.0532,0.00412,0.904,0.14,0.355,109.996,226909.0,4,2
16.0,0.649,0.448,8.0,-7.6,1,0.0278,0.785,0.00192,0.0953,0.36,80.521,269533.0,3,1
63.0,0.543,0.316,4.0,-11.666,1,0.0307,0.95,0.672,0.0978,0.178,124.946,213373.0,4,2
53.0,0.463,0.62,8.0,-8.141,1,0.0301,0.172,2.77e-05,0.111,0.259,107.076,322307.0,4,5
57.0,0.574,0.889,10.0,-3.44,1,0.0524,0.00207,1.12e-05,0.0333,0.784,116.007,189133.0,4,5
27.0,0.57,0.919,2.0,-5.684,1,0.0403,0.00194,0.00387,0.0589,0.451,104.408,255427.0,4,3
30.0,0.608,0.458,8.0,-9.11,1,0.0456,0.783,0.0485,0.125,0.3,156.088,207307.0,4,1
38.0,0.532,0.889,9.0,-8.604,1,0.0931,0.319,0.842,0.0398,0.778,180.072,225250.0,3,5
39.0,0.459,0.747,3.0,-5.439,1,0.0309,0.000956,0.000146,0.104,0.673,89.974,167556.0,4,2
48.0,0.271,0.481,7.0,-9.979,0,0.037,0.106,0.465,0.153,0.121,117.925,744569.0,4,5
41.0,0.453,0.978,4.0,-5.468,0,0.0752,2.69e-05,0.000109,0.0698,0.308,141.979,233239.0,4,3
27.0,0.53,0.816,9.0,-10.778,1,0.0408,0.0368,0.000623,0.551,0.922,131.014,3.20666667,4,5
35.0,0.651,0.695,6.0,-6.013,0,0.0411,0.107,2.73e-05,0.114,0.262,109.992,200440.0,4,2
65.0,0.493,0.636,1.0,-7.408,1,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,284907.0,4,3
49.0,0.894,0.507,7.0,-6.945,1,0.0564,0.221,0.0661,0.0642,0.916,114.216,149387.0,4,1
52.0,0.584,0.703,7.0,-7.236,0,0.0837,0.0211,1.64e-06,0.535,0.65,94.01,106102.0,4,2
42.0,0.37,0.476,3.0,-12.73,0,0.0535,0.101,0.00252,0.0779,0.294,119.337,344400.0,5,5
39.0,0.49,0.977,6.0,-4.788,1,0.119,3.53e-05,0.47,0.0916,0.286,129.981,203993.0,4,3
68.0,0.828,0.609,1.0,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,292593.0,4,4
64.0,0.719,0.907,6.0,-5.154,0,0.0502,0.167,0.00108,0.245,0.975,127.153,272227.0,4,4
50.0,0.392,0.677,7.0,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091,321133.0,4,2
30.0,0.631,0.48,5.0,-12.429,0,0.037,0.873,0.459,0.122,0.868,96.439,427000.0,4,1
52.0,0.341,0.416,11.0,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133.0,3,5
